,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Name,Survived,Boarded,Class,MWC,Age,Adut_or_Chld,Sex,Paid,Ticket_No,Boat_or_Body,Job,Class_Dept,Class_Full,FirstName,LastName,Title,url
1672,1672,1672,1672,"RICE, Master Albert",Dead,Queenstown,3,Child,10,Child,Male,29.125,382652,,,3rd Class Passenger,3,Albert,Rice,Master,https://www.encyclopedia-titanica.org//titanic-victim/albert-rice.html
1673,1673,1673,1673,"RICE, Master Arthur",Dead,Queenstown,3,Child,4,Child,Male,29.125,382652,,,3rd Class Passenger,3,Arthur,Rice,Master,https://www.encyclopedia-titanica.org//titanic-victim/arthur-rice.html
1674,1674,1674,1674,"RICE, Master Eric",Dead,Queenstown,3,Child,7,Child,Male,29.125,382652,,,3rd Class Passenger,3,Eric,Rice,Master,https://www.encyclopedia-titanica.org//titanic-victim/eric-rice.html
1675,1675,1675,1675,"RICE, Master Eugene Francis",Dead,Queenstown,3,Child,2,Child,Male,29.125,382652,,,3rd Class Passenger,3,Eugene Francis,Rice,Master,https://www.encyclopedia-titanica.org//titanic-victim/francis-rice.html
1676,1676,1676,1676,"RICE, Master George Hugh",Dead,Queenstown,3,Child,8,Child,Male,29.125,382652,,,3rd Class Passenger,3,George Hugh,Rice,Master,https://www.encyclopedia-titanica.org//titanic-victim/george-rice.html
1677,1677,1677,1677,"RICE, Mr Charles",Alive,Southampton,Crew,Man,32,Adult,Male,,,,Fireman,Engineering Crew,E,Charles,Rice,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/charles-rice.html
1678,1678,1678,1678,"RICE, Mr John Reginald",Dead,Southampton,Crew,Man,25,Adult,Male,,,[64],1st Class Clerk,Victualling Crew,V,John Reginald,Rice,Mr,https://www.encyclopedia-titanica.org//titanic-victim/john-reginald-rice.html
1679,1679,1679,1679,"RICE, Mr Percy",Dead,Southampton,Crew,Man,19,Adult,Male,,,,3rd Class Steward,Victualling Crew,V,Percy,Rice,Mr,https://www.encyclopedia-titanica.org//titanic-victim/percy-rice.html
1680,1680,1680,1680,"RICE, Mrs Margaret",Dead,Queenstown,3,Woman,39,Adult,Female,29.125,382652,[12],Housekeeper,3rd Class Passenger,3,Margaret,Rice,Mrs,https://www.encyclopedia-titanica.org//titanic-victim/margaret-rice.html
1681,1681,1681,1681,"RICHARD, Mr Emile Phillippe",Dead,Cherbourg,2,Man,23,Adult,Male,15,2133,,,2nd Class Passenger,2,Emile Phillippe,Richard,Mr,https://www.encyclopedia-titanica.org//titanic-victim/emile-phillippe-richard.html
1682,1682,1682,1682,"RICHARDS, Master Sibley George",Alive,Southampton,2,Child,0,Child,Male,18.75,29106,4,,2nd Class Passenger,2,Sibley George,Richards,Master,https://www.encyclopedia-titanica.org//titanic-survivor/sibley-george-richards.html
1683,1683,1683,1683,"RICHARDS, Master William Rowe",Alive,Southampton,2,Child,3,Child,Male,18.75,29106,4,,2nd Class Passenger,2,William Rowe,Richards,Master,https://www.encyclopedia-titanica.org//titanic-survivor/william-rowe-richards.html
1684,1684,1684,1684,"RICHARDS, Mr Joseph James",Dead,Southampton,Crew,Man,28,Adult,Male,,,,Fireman,Engineering Crew,E,Joseph James,Richards,Mr,https://www.encyclopedia-titanica.org//titanic-victim/joseph-james-brown.html
1685,1685,1685,1685,"RICHARDS, Mrs Emily",Alive,Southampton,2,Woman,24,Adult,Female,18.75,29106,4,,2nd Class Passenger,2,Emily,Richards,Mrs,https://www.encyclopedia-titanica.org//titanic-survivor/emily-richards.html
1686,1686,1686,1686,"RICKMAN, Mr George Albert",Dead,Southampton,Crew,Man,36,Adult,Male,,,,Fireman,Engineering Crew,E,George Albert,Rickman,Mr,https://www.encyclopedia-titanica.org//titanic-victim/albert-george-ervine.html
1687,1687,1687,1687,"RICKS, Mr Cyril Gordon",Dead,Southampton,Crew,Man,23,Adult,Male,,,[100],Storekeeper,Victualling Crew,V,Cyril Gordon,Ricks,Mr,https://www.encyclopedia-titanica.org//titanic-victim/cyril-ricks.html
1688,1688,1688,1688,"RIDOUT, Mr Walter George",Dead,Southampton,Crew,Man,29,Adult,Male,,,,Second Class Saloon Steward,Victualling Crew,V,Walter George,Ridout,Mr,https://www.encyclopedia-titanica.org/titanic-search.php?q=Walter+George+Ridout
1689,1689,1689,1689,"RIDSDALE, Miss Lucy",Alive,Southampton,2,Woman,58,Adult,Female,10.5,14258,13,,2nd Class Passenger,2,Lucy,Ridsdale,Miss,https://www.encyclopedia-titanica.org//titanic-survivor/lucy-ridsdale.html
1690,1690,1690,1690,"RIGHINI, Mr Sante",Dead,Cherbourg,1,Man,22,Adult,Male,135.633333,17760,[232],Servant,1st Class PassengerServant,1,Sante,Righini,Mr,https://www.encyclopedia-titanica.org//titanic-victim/sante-righini.html
1691,1691,1691,1691,"RIGOZZI, Sig. Abele",Dead,Southampton,Crew,Man,22,Adult,Male,,,[115],Assistant Waiter,Restaurant Staff,R,Abele,Rigozzi,Sig.,https://www.encyclopedia-titanica.org//titanic-victim/abele-rigozzi.html
1692,1692,1692,1692,"RIIHIVUORI, Miss Susanna Juhantyt_r",Dead,Southampton,3,Woman,22,Adult,Female,39.6875,3101295,,,3rd Class Passenger,3,Susanna Juhantyt_r,Riihivuori,Miss,https://www.encyclopedia-titanica.org//titanic-victim/susanna-juhantytar-sanni-riihivuori.html
1693,1693,1693,1693,"RIMMER, Mr Gilbert",Dead,Southampton,Crew,Man,28,Adult,Male,,,,Saloon Steward,Victualling Crew,V,Gilbert,Rimmer,Mr,https://www.encyclopedia-titanica.org//titanic-victim/gilbert-rimmer.html
1694,1694,1694,1694,"RINTAM_KI, Mr Matti",Dead,Southampton,3,Man,35,Adult,Male,7.125,3101273,,General Labourer,3rd Class Passenger,3,Matti,Rintam_ki,Mr,https://www.encyclopedia-titanica.org/titanic-search.php?q=Matti+Rintam_ki
1695,1695,1695,1695,"RIORDAN, Miss Hannah",Alive,Queenstown,3,Woman,18,Adult,Female,7.72083333,334915,13,,3rd Class Passenger,3,Hannah,Riordan,Miss,https://www.encyclopedia-titanica.org//titanic-survivor/hannah-riordan.html
1696,1696,1696,1696,"RISIEN, Mr Samuel Beard",Dead,Southampton,3,Man,69,Adult,Male,14.5,364498,,Hotelier,3rd Class Passenger,3,Samuel Beard,Risien,Mr,https://www.encyclopedia-titanica.org//titanic-victim/samuel-beard-risien.html
1697,1697,1697,1697,"RISIEN, Mrs Emma",Dead,Southampton,3,Woman,58,Adult,Female,14.5,364498,,,3rd Class Passenger,3,Emma,Risien,Mrs,https://www.encyclopedia-titanica.org//titanic-victim/emma-risien.html
1698,1698,1698,1698,"ROBBINS, Mr Victor",Dead,Cherbourg,1,Man,42,Adult,Male,247.525,17757,,Servant,1st Class PassengerServant,1,Victor,Robbins,Mr,https://www.encyclopedia-titanica.org//titanic-victim/victor-robbins.html
1699,1699,1699,1699,"ROBERT, Mrs Elisabeth Walton",Alive,Southampton,1,Woman,43,Adult,Female,211.3375,24160,2,Of Independent Means,1st Class Passenger,1,Elisabeth Walton,Robert,Mrs,https://www.encyclopedia-titanica.org//titanic-survivor/elisabeth-walton-allen.html
1700,1700,1700,1700,"ROBERTON, Mr George Edward",Dead,Southampton,Crew,Man,19,Adult,Male,,,[127],Assistant Saloon Steward (2nd Class),Victualling Crew,V,George Edward,Roberton,Mr,https://www.encyclopedia-titanica.org//titanic-victim/george-edward-graham.html
1701,1701,1701,1701,"ROBERTS, Mr Frank John",Dead,Belfast,Crew,Man,36,Adult,Male,,,[231],Third Butcher,Victualling Crew,V,Frank John,Roberts,Mr,https://www.encyclopedia-titanica.org//titanic-victim/frederick-frank-roberts.html
1702,1702,1702,1702,"ROBERTS, Mr Hugh H.",Dead,Belfast,Crew,Man,40,Adult,Male,,,[93],Bed Room Steward,Victualling Crew,V,Hugh H.,Roberts,Mr,https://www.encyclopedia-titanica.org//titanic-victim/hugh-hatch.html
1703,1703,1703,1703,"ROBERTS, Mr Robert George",Dead,Southampton,Crew,Man,35,Adult,Male,,,,Fireman,Engineering Crew,E,Robert George,Roberts,Mr,https://www.encyclopedia-titanica.org//titanic-victim/george-edward-roberton.html
1704,1704,1704,1704,"ROBERTS, Mrs Mary Kezia",Alive,Southampton,Crew,Woman,41,Adult,Female,,,16,Stewardess,Victualling Crew,V,Mary Kezia,Roberts,Mrs,https://www.encyclopedia-titanica.org//titanic-survivor/mary-kezziah-roberts.html
1705,1705,1705,1705,"ROBINS, Mr Alexander A.",Dead,Southampton,3,Man,50,Adult,Male,14.5,3337,[119],Mason,3rd Class Passenger,3,Alexander A.,Robins,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/john-alexander-podesta.html
1706,1706,1706,1706,"ROBINS, Mrs Grace Charity",Dead,Southampton,3,Woman,47,Adult,Female,14.5,3337,[7],,3rd Class Passenger,3,Grace Charity,Robins,Mrs,https://www.encyclopedia-titanica.org//titanic-victim/charity-robins.html
1707,1707,1707,1707,"ROBINSON, Mr James William",Dead,Southampton,Crew,Man,30,Adult,Male,,,[151],Saloon Steward (1st class),Victualling Crew,V,James William,Robinson,Mr,https://www.encyclopedia-titanica.org//titanic-victim/william-james-elsbury.html
1708,1708,1708,1708,"ROBINSON, Mrs Annie",Alive,Southampton,Crew,Woman,40,Adult,Female,,,11,Stewardess,Victualling Crew,V,Annie,Robinson,Mrs,https://www.encyclopedia-titanica.org//titanic-survivor/annie-robinson.html
1709,1709,1709,1709,"ROEBLING, Mr Washington Augustus II",Dead,Southampton,1,Man,31,Adult,Male,50.4958333,17590,,Of Independent Means,1st Class Passenger,1,Washington Augustus II,Roebling,Mr,https://www.encyclopedia-titanica.org//titanic-victim/washington-roebling.html
1710,1710,1710,1710,"ROGERS, Mr Edward James William",Dead,Southampton,Crew,Man,31,Adult,Male,,,[282],Assistant Storekeeper,Victualling Crew,V,Edward James William,Rogers,Mr,https://www.encyclopedia-titanica.org//titanic-victim/william-edward-bessant.html
1711,1711,1711,1711,"ROGERS, Mr Michael",Dead,Southampton,Crew,Man,27,Adult,Male,,,,Saloon Steward,Victualling Crew,V,Michael,Rogers,Mr,https://www.encyclopedia-titanica.org//titanic-victim/michael-rogers.html
1712,1712,1712,1712,"ROGERS, Mr Reginald Harry",Dead,Southampton,2,Man,18,Adult,Male,10.5,28004,,,2nd Class Passenger,2,Reginald Harry,Rogers,Mr,https://www.encyclopedia-titanica.org//titanic-victim/reginald-harry-rogers.html
1713,1713,1713,1713,"ROGERS, Mr William John",Dead,Southampton,3,Man,29,Adult,Male,8.05,23567,,Miner,3rd Class Passenger,3,William John,Rogers,Mr,https://www.encyclopedia-titanica.org//titanic-victim/william-john-berriman.html
1714,1714,1714,1714,"ROMAINE, Mr Charles Hallace",Alive,Southampton,1,Man,45,Adult,Male,26.55,111428,9,,1st Class Passenger,1,Charles Hallace,Romaine,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/charles-romaine.html
1715,1715,1715,1715,"ROMMETVEDT, Mr Knud Paust",Dead,Southampton,3,Man,49,Adult,Male,7.775,312993,,Tailor,3rd Class Passenger,3,Knud Paust,Rommetvedt,Mr,https://www.encyclopedia-titanica.org//titanic-victim/knud-paust-rommetvedt.html
1716,1716,1716,1716,"ROOD, Mr Hugh Roscoe",Dead,Southampton,1,Man,39,Adult,Male,50,113767,,Businessman,1st Class Passenger,1,Hugh Roscoe,Rood,Mr,https://www.encyclopedia-titanica.org//titanic-victim/hugh-rood.html
1717,1717,1717,1717,"ROSBLOM, Miss Salli Helena",Dead,Southampton,3,Child,2,Child,Female,20.2125,370129,,,3rd Class Passenger,3,Salli Helena,Rosblom,Miss,https://www.encyclopedia-titanica.org//titanic-victim/helena-wilhelmina-rosblom.html
1718,1718,1718,1718,"ROSBLOM, Mr Viktor Richard",Dead,Southampton,3,Man,18,Adult,Male,20.2125,370129,,General Labourer,3rd Class Passenger,3,Viktor Richard,Rosblom,Mr,https://www.encyclopedia-titanica.org//titanic-victim/viktor-richard-rosblom.html
1719,1719,1719,1719,"ROSBLOM, Mrs Helena Wilhelmina",Dead,Southampton,3,Woman,41,Adult,Female,20.2125,370129,,,3rd Class Passenger,3,Helena Wilhelmina,Rosblom,Mrs,https://www.encyclopedia-titanica.org//titanic-victim/helena-wilhelmina-rosblom.html
1720,1720,1720,1720,"ROSENBAUM, Miss Edith Louise",Alive,Cherbourg,1,Woman,33,Adult,Female,27.7208333,17613,11,Journalist,1st Class Passenger,1,Edith Louise,Rosenbaum,Miss,https://www.encyclopedia-titanica.org/titanic-search.php?q=Edith+Louise+Rosenbaum
1721,1721,1721,1721,"ROSENSHINE, Mr George",Dead,Cherbourg,1,Man,46,Adult,Male,79,17585,[16],Merchant,1st Class Passenger,1,George,Rosenshine,Mr,https://www.encyclopedia-titanica.org//titanic-victim/george-rosenshine.html
1722,1722,1722,1722,"ROSS, Mr Horace Leopold",Alive,Southampton,Crew,Man,38,Adult,Male,,,13,Scullion,Victualling Crew,V,Horace Leopold,Ross,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/horace-leopold-ross.html
1723,1723,1723,1723,"ROSS, Mr John Hugo",Dead,Southampton,1,Man,36,Adult,Male,40.125,13049,,,1st Class Passenger,1,John Hugo,Ross,Mr,https://www.encyclopedia-titanica.org//titanic-victim/john-hugo-ross.html
1724,1724,1724,1724,"ROTH, Miss Sarah",Alive,Southampton,3,Woman,31,Adult,Female,8.05,,C,Tailor,,3,Sarah,Roth,Miss,https://www.encyclopedia-titanica.org//titanic-survivor/sarah-roth.html
1725,1725,1725,1725,"ROTHES, Lucy Nol Martha, Countess of",Alive,Southampton,1,Woman,33,Adult,Female,86.5,110152,8,Of Independent Means,1st Class Passenger,1, ,Rothes, ,https://www.encyclopedia-titanica.org//titanic-victim/anthony-abbing.html
1726,1726,1726,1726,"ROTHSCHILD, Mr Martin",Dead,Cherbourg,1,Man,46,Adult,Male,59.4,17603,,,1st Class Passenger,1,Martin,Rothschild,Mr,https://www.encyclopedia-titanica.org//titanic-victim/martin-rothschild.html
1727,1727,1727,1727,"ROTHSCHILD, Mrs Elizabeth Jane Anne",Alive,Cherbourg,1,Woman,54,Adult,Female,59.4,17603,6,,1st Class Passenger,1,Elizabeth Jane Anne,Rothschild,Mrs,https://www.encyclopedia-titanica.org//titanic-survivor/jane-anne-hoyt.html
1728,1728,1728,1728,"ROTTA, Sig. Angelo Mario",Dead,Southampton,Crew,Man,23,Adult,Male,,,,Waiter,Restaurant Staff,R,Angelo Mario,Rotta,Sig.,https://www.encyclopedia-titanica.org//titanic-victim/angelo-mario-rotta.html
1729,1729,1729,1729,"ROUS, Mr Arthur John",Dead,Belfast,Crew,Man,26,Adult,Male,,,,Plumber,Engineering Crew,E,Arthur John,Rous,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/arthur-john-bright.html
1730,1730,1730,1730,"ROUSE, Mr Richard Henry",Dead,Southampton,3,Man,53,Adult,Male,8.05,3594,,Farm Labourer,3rd Class Passenger,3,Richard Henry,Rouse,Mr,https://www.encyclopedia-titanica.org//titanic-victim/richard-henry-moores.html
1731,1731,1731,1731,"ROUSSEAU, Mr Pierre",Dead,Southampton,Crew,Man,49,Adult,Male,,,,Chef,Restaurant Staff,R,Pierre,Rousseau,Mr,https://www.encyclopedia-titanica.org//titanic-victim/pierre-rousseau.html
1732,1732,1732,1732,"ROWE, Mr Alfred G.",Dead,Southampton,1,Man,59,Adult,Male,26.55,113790,[109],Landowner,1st Class Passenger,1,Alfred G.,Rowe,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/george-alfred-hogg.html
1733,1733,1733,1733,"ROWE, Mr Edgar Maurice",Dead,Belfast,Crew,Man,31,Adult,Male,,,,Saloon Steward (1st class),Victualling Crew,V,Edgar Maurice,Rowe,Mr,https://www.encyclopedia-titanica.org//titanic-victim/edgar-maurice-rowe.html
1734,1734,1734,1734,"ROWE, Mr George Thomas",Alive,Belfast,Crew,Man,32,Adult,Male,,,C,Quartermaster,Deck Crew,D,George Thomas,Rowe,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/george-thomas-rowe.html
1735,1735,1735,1735,"RUDD, Mr Henry",Dead,Southampton,Crew,Man,23,Adult,Male,,,[86],Engineers' storekeeper,Engineering Crew,E,Henry,Rudd,Mr,https://www.encyclopedia-titanica.org//titanic-victim/henry-rudd.html
1736,1736,1736,1736,"RUGG, Miss Emily",Alive,Southampton,2,Woman,21,Adult,Female,10.5,31026,12,,2nd Class Passenger,2,Emily,Rugg,Miss,https://www.encyclopedia-titanica.org//titanic-survivor/emily-rugg.html
1737,1737,1737,1737,"RULE, Mr Samuel James",Alive,Belfast,Crew,Man,58,Adult,Male,,,,Bathroom Steward (1st Class),Victualling Crew,V,Samuel James,Rule,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/samuel-james-rule.html
1738,1738,1738,1738,"RUSH, Mr Alfred George John",Dead,Southampton,3,Man,17,Adult,Male,8.05,20589,,Porter,3rd Class Passenger,3,Alfred George John,Rush,Mr,https://www.encyclopedia-titanica.org//titanic-victim/george-alfred-bennett.html
1739,1739,1739,1739,"RUSSELL, Mr Boysie Richard",Dead,Southampton,Crew,Man,17,Adult,Male,,,,Saloon Steward (2nd class),Victualling Crew,V,Boysie Richard,Russell,Mr,https://www.encyclopedia-titanica.org//titanic-victim/boysie-richard-russell.html
1740,1740,1740,1740,"RUTTER, Mr Sidney Frank",Dead,Southampton,Crew,Man,26,Adult,Male,,,,Fireman,,E,Sidney Frank,Rutter,Mr,https://www.encyclopedia-titanica.org//titanic-victim/sidney-frank-rutter-graves.html
1741,1741,1741,1741,"RYAN, Mr Edward",Alive,Queenstown,3,Man,24,Adult,Male,7.75,383162,14,General Labourer,3rd Class Passenger,3,Edward,Ryan,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/edward-ryan.html
1742,1742,1742,1742,"RYAN, Mr Patrick",Dead,Queenstown,3,Man,29,Adult,Male,24.15,371110,,General Labourer,3rd Class Passenger,3,Patrick,Ryan,Mr,https://www.encyclopedia-titanica.org//titanic-victim/patrick-ryan.html
1743,1743,1743,1743,"RYAN, Mr Thomas",Dead,Southampton,Crew,Man,27,Adult,Male,,,,Steward,Victualling Crew,V,Thomas,Ryan,Mr,https://www.encyclopedia-titanica.org/titanic-search.php?q=Thomas+Ryan
1744,1744,1744,1744,"RYERSON, Master John Borie",Alive,Cherbourg,1,Child,13,Child,Male,262.375,17608,4,,1st Class Passenger,1,John Borie,Ryerson,Master,https://www.encyclopedia-titanica.org//titanic-survivor/john-borie-ryerson.html
1745,1745,1745,1745,"RYERSON, Miss Emily Borie",Alive,Cherbourg,1,Woman,18,Adult,Female,262.375,17608,4,,1st Class Passenger,1,Emily Borie,Ryerson,Miss,https://www.encyclopedia-titanica.org//titanic-survivor/john-borie-ryerson.html
1746,1746,1746,1746,"RYERSON, Miss Susan Parker Suzette",Alive,Cherbourg,1,Woman,21,Adult,Female,262.375,,4,,,1,Susan Parker Suzette,Ryerson,Miss,https://www.encyclopedia-titanica.org//titanic-survivor/suzette-ryerson.html
1747,1747,1747,1747,"RYERSON, Mr Arthur Larned",Dead,Cherbourg,1,Man,61,Adult,Male,262.375,17608,,,1st Class Passenger,1,Arthur Larned,Ryerson,Mr,https://www.encyclopedia-titanica.org//titanic-victim/arthur-ryerson.html
1748,1748,1748,1748,"RYERSON, Mr William Edwy",Alive,Southampton,Crew,Man,33,Adult,Male,,,,Saloon Steward (2nd class),Victualling Crew,V,William Edwy,Ryerson,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/william-edwy-ryerson.html
1749,1749,1749,1749,"RYERSON, Mrs Emily Maria",Alive,Cherbourg,1,Woman,48,Adult,Female,262.375,17608,4,,1st Class Passenger,1,Emily Maria,Ryerson,Mrs,https://www.encyclopedia-titanica.org//titanic-survivor/emily-ryerson.html
1750,1750,1750,1750,"SAAD, Mr Amin",Dead,Cherbourg,3,Man,30,Adult,Male,7.22916667,2671,,Farm Labourer,3rd Class Passenger,3,Amin,Saad,Mr,https://www.encyclopedia-titanica.org//titanic-victim/amin-saad.html
1751,1751,1751,1751,"SAAD, Mr Khalil",Dead,Cherbourg,3,Man,27,Adult,Male,7.225,2672,,Farm Labourer,3rd Class Passenger,3,Khalil,Saad,Mr,https://www.encyclopedia-titanica.org//titanic-victim/khalil-saad.html
1752,1752,1752,1752,"SAALFELD, Mr Adolphe",Alive,Southampton,1,Man,47,Adult,Male,30.5,19988,3,Businessman,1st Class Passenger,1,Adolphe,Saalfeld,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/adolphe-saalfeld.html
1753,1753,1753,1753,"SACCAGGI, Sig. Giovanni Giuseppe Emilio",Dead,Southampton,Crew,Man,24,Adult,Male,,,,Assistant Waiter,Restaurant Staff,R,Giovanni Giuseppe Emilio,Saccaggi,Sig.,https://www.encyclopedia-titanica.org//titanic-victim/giovanni-giuseppe-emilio-saccaggi.html
1754,1754,1754,1754,"SADLIER, Mr Matthew",Dead,Queenstown,3,Man,18,Adult,Male,7.72916667,367655,,Farm Labourer,3rd Class Passenger,3,Matthew,Sadlier,Mr,https://www.encyclopedia-titanica.org//titanic-victim/matthew-sadlier.html
1755,1755,1755,1755,"SADOWITZ, Mr Henry",Dead,Southampton,3,Man,17,Adult,Male,7.59166667,,,Fur Cutter,,3,Henry,Sadowitz,Mr,https://www.encyclopedia-titanica.org/titanic-search.php?q=Henry+Sadowitz
1756,1756,1756,1756,"S_THER, Mr Simon Sivertsen",Dead,Southampton,3,Man,43,Adult,Male,7.25,3101262,[32],Miner,3rd Class Passenger,3,Simon Sivertsen,S_ther,Mr,https://www.encyclopedia-titanica.org//titanic-victim/simon-sivertsen-saether.html
1757,1757,1757,1757,"SAGE, Master Anthony William",Dead,Southampton,3,Child,12,Child,Male,69.55,2343,[67],,3rd Class Passenger,3,Anthony William,Sage,Master,https://www.encyclopedia-titanica.org//titanic-victim/anthony-william-sage.html
1758,1758,1758,1758,"SAGE, Master Thomas Henry",Dead,Southampton,3,Child,4,Child,Male,69.55,2343,,,3rd Class Passenger,3,Thomas Henry,Sage,Master,https://www.encyclopedia-titanica.org//titanic-victim/thomas-henry-conlin.html
1759,1759,1759,1759,"SAGE, Miss Constance Gladys",Dead,Southampton,3,Child,7,Child,Female,69.55,2343,,,3rd Class Passenger,3,Constance Gladys,Sage,Miss,https://www.encyclopedia-titanica.org//titanic-victim/constance-gladys-sage.html
1760,1760,1760,1760,"SAGE, Miss Dorothy",Dead,Southampton,3,Child,14,Child,Female,69.55,2343,,Scholar,3rd Class Passenger,3,Dorothy,Sage,Miss,https://www.encyclopedia-titanica.org//titanic-victim/dorothy-dolly-florence-sage.html
1761,1761,1761,1761,"SAGE, Miss Elizabeth Ada",Dead,Southampton,3,Child,10,Child,Female,69.55,2343,,,3rd Class Passenger,3,Elizabeth Ada,Sage,Miss,https://www.encyclopedia-titanica.org//titanic-victim/annie-elizabeth-sage.html
1762,1762,1762,1762,"SAGE, Miss Stella Anne",Dead,Southampton,3,Woman,20,Adult,Female,69.55,2343,,Dressmaker / Couturire,3rd Class Passenger,3,Stella Anne,Sage,Miss,https://www.encyclopedia-titanica.org//titanic-victim/stella-anne-sage.html
1763,1763,1763,1763,"SAGE, Mr Douglas Bullen",Dead,Southampton,3,Man,18,Adult,Male,69.55,2343,,Baker,3rd Class Passenger,3,Douglas Bullen,Sage,Mr,https://www.encyclopedia-titanica.org//titanic-victim/douglas-bullen-sage.html
1764,1764,1764,1764,"SAGE, Mr Frederick",Dead,Southampton,3,Man,16,Adult,Male,69.55,2343,,Cook,3rd Class Passenger,3,Frederick,Sage,Mr,https://www.encyclopedia-titanica.org//titanic-victim/frederick-sage.html
1765,1765,1765,1765,"SAGE, Mr George John",Dead,Southampton,3,Man,19,Adult,Male,69.55,2343,,Barman,3rd Class Passenger,3,George John,Sage,Mr,https://www.encyclopedia-titanica.org//titanic-victim/george-john-marett.html
1766,1766,1766,1766,"SAGE, Mr John George",Dead,Southampton,3,Man,44,Adult,Male,69.55,2343,,Tradesman,3rd Class Passenger,3,John George,Sage,Mr,https://www.encyclopedia-titanica.org//titanic-victim/george-john-marett.html
1767,1767,1767,1767,"SAGE, Mrs Annie Elizabeth",Dead,Southampton,3,Woman,44,Adult,Female,69.55,2343,,,3rd Class Passenger,3,Annie Elizabeth,Sage,Mrs,https://www.encyclopedia-titanica.org//titanic-victim/annie-elizabeth-sage.html
1768,1768,1768,1768,"S_GESSER, Mlle Emma",Alive,Cherbourg,1,Woman,24,Adult,Female,69.3,17477,9,Personal Maid,1st Class PassengerServant,1,Emma,S_gesser,Mlle,https://www.encyclopedia-titanica.org/titanic-search.php?q=Emma+S_gesser
1769,1769,1769,1769,"SALANDER, Mr Karl Johan",Dead,Southampton,3,Man,24,Adult,Male,9.325,7266,,General Labourer,3rd Class Passenger,3,Karl Johan,Salander,Mr,https://www.encyclopedia-titanica.org//titanic-victim/karl-johan-johansson.html
1770,1770,1770,1770,"SALKJELSVIK, Miss Anna Kristine",Alive,Southampton,3,Woman,21,Adult,Female,7.65,343120,C,,3rd Class Passenger,3,Anna Kristine,Salkjelsvik,Miss,https://www.encyclopedia-titanica.org//titanic-survivor/anna-kristine-salkjelsvik.html
1771,1771,1771,1771,"SALOMON, Mr Abraham Lincoln",Alive,Cherbourg,1,Man,43,Adult,Male,26,111163,1,Businessman,1st Class Passenger,1,Abraham Lincoln,Salomon,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/abraham-salomon.html
1772,1772,1772,1772,"SALONEN, Mr Johan Werner",Dead,Southampton,3,Man,29,Adult,Male,7.925,3101296,,General Labourer,3rd Class Passenger,3,Johan Werner,Salonen,Mr,https://www.encyclopedia-titanica.org//titanic-victim/johan-werner-salonen.html
1773,1773,1773,1773,"SALUSSOLIA, Sig. Govanni",Dead,Southampton,Crew,Man,25,Adult,Male,,,,Glass Man,Restaurant Staff,R,Govanni,Salussolia,Sig.,https://www.encyclopedia-titanica.org//titanic-victim/govanni-salussolia.html
1774,1774,1774,1774,"SAMAAN, Mr Elias",Dead,Cherbourg,3,Man,17,Adult,Male,21.6791667,2662,,General Labourer,3rd Class Passenger,3,Elias,Samaan,Mr,https://www.encyclopedia-titanica.org//titanic-victim/hanna-elias-samaan.html
1775,1775,1775,1775,"SAMAAN, Mr Hanna Elias",Dead,Cherbourg,3,Man,40,Adult,Male,21.6791667,2662,,General Labourer,3rd Class Passenger,3,Hanna Elias,Samaan,Mr,https://www.encyclopedia-titanica.org//titanic-victim/hanna-elias-samaan.html
1776,1776,1776,1776,"SAMAAN, Mr Youssef",Dead,Cherbourg,3,Man,16,Adult,Male,21.6791667,2662,,General Labourer,3rd Class Passenger,3,Youssef,Samaan,Mr,https://www.encyclopedia-titanica.org//titanic-victim/youssef-joseph-samaan.html
1777,1777,1777,1777,"SAMUEL, Mr Owen Wilmore",Dead,Southampton,Crew,Man,46,Adult,Male,,,[217],Saloon Steward (2nd class),Victualling Crew,V,Owen Wilmore,Samuel,Mr,https://www.encyclopedia-titanica.org//titanic-victim/owen-wilmore-samuel.html
1778,1778,1778,1778,"SANDSTRM, Miss Beatrice Irene",Alive,Southampton,3,Child,1,Child,Female,16.7,9549,13,,3rd Class Passenger,3,Beatrice Irene,Sandstrm,Miss,https://www.encyclopedia-titanica.org//titanic-survivor/beatrice-irene-sandstrom.html
1779,1779,1779,1779,"SANDSTRM, Miss Marguerite Rut",Alive,Southampton,3,Child,4,Child,Female,16.7,9549,13,,3rd Class Passenger,3,Marguerite Rut,Sandstrm,Miss,https://www.encyclopedia-titanica.org//titanic-survivor/marguerite-rut-sandstrom.html
